,nameLast,nameGiven,height-plus-weight
13394,Perez,Eduardo Atanacio,291.0
13395,Perez,Eduardo Rafael,248.0
13396,Perez,Eury Eduardo,262.0
13397,Perez,Fernando,268.0
13398,Perez,George Thomas,274.0
13399,Perez,Hernan Alejandro,288.0
13400,Perez,Juan Pablo,262.0
13401,Perez,Juan Carlos,256.0
13402,Perez,Luis Manuel,287.0
13403,Perez,Martin Roman,231.0
13404,Perez,Martin,272.0
13405,Perez,Melido Turpen Gross,256.0
13406,Perez,Michael Irvin,257.0
13407,Perez,Miguel Angel,310.0
13408,Perez,Neifi Neftali,247.0
13409,Perez,Odalis Amadol,297.0
13410,Perez,Oliver,300.0
13411,Perez,Pascual Gross,236.0
13412,Perez,Rafael Jerome,270.0
13413,Perez,Robert Alexander,280.0
13414,Perez,Roberto,291.0
13415,Perez,Santiago Alberto,259.0
13416,Perez,Salvador Johan,315.0
13417,Perez,Timoniel,249.0
13418,Perez,Atanasio,249.0
13419,Perezchica,Antonio Llamas,236.0
13420,Perez,Tomas Orlando,256.0
13421,Perez,Williams David,312.0
13422,Perez,Yefri,241.0
13423,Perez,Yorkis Miguel Vargas,252.0
13424,Perisho,Matthew Alan,247.0
13425,Perkins,Broderick Phillip,250.0
13426,Perkins,Cecil Boyce,247.0
13427,Perkins,Charles Sullivan,248.0
13428,Perkins,Ralph Foster,228.0
13429,Perkins,Daniel Lee,267.0
13430,Perkins,Glen Weston,277.0
13431,Perkowski,Harry Walter,270.0
13432,Perkovich,John Joseph,241.0
13433,Perlman,Jonathan Samuel,260.0
13434,Perlozzo,Samuel Benedict,239.0
13435,Perme,Leonard John,242.0
13436,Pernoll,Henry Huston,243.0
13437,Perranoski,Ronald Peter,252.0
13438,Perrin,William Joseph,243.0
13439,Perring,George Wilson,262.0
13440,Perrin,John Stephenson,229.0
13441,Perrine,John Grover,229.0
13442,Perritt,William Dayton,242.0
13443,Perry,Boyd Glenn,228.0
13444,Perry,Melvin Gray,254.0
13445,Perry,Chan Everett,274.0
13446,Perry,Clayton Shields,245.0
13447,Perry,Gaylord Jackson,281.0
13448,Perry,Gerald June,251.0
13449,Perry,William Henry,261.0
13450,Perry,Herbert Edward,284.0
13451,Perry,Jason Kyle,272.0
13452,Perry,James Evan,266.0
13453,Perryman,Emmett Key,269.0
13454,Perry,William Patrick,263.0
13455,Perry,Ryan Keith,292.0
13456,Perry,Herbert Scott,268.0
13457,Person,Robert Alan,252.0
13458,Pertica,William Andrew,234.0
13459,Perzanowski,Stanley,244.0
13460,Pesky,John Michael,237.0
13461,Pestano,Vincent William,282.0
13462,Petagine,Roberto Antonio,245.0
13463,Peterson,Adam Charles,265.0
13464,Peterson,Adam L.,295.0
13465,Peterman,William David,259.0
13466,Peterson,Robert Andrew,233.0
13467,Petersen,Bryan Evan,272.0
13468,Peterson,Brock Alan,305.0
13469,Peterson,Carl Francis,239.0
13470,Peterson,Charles Andrew,269.0
13471,Peters,Christopher Michael,235.0
13472,Petersen,Christopher Ronald,251.0
13473,Peterson,Fred Ingles,257.0
13474,Peters,Gary Charles,274.0
13475,Peterson,Harding William,277.0
13476,Peterson,Jace Ryan,287.0
13477,Peterek,Jeffrey Allen,269.0
13478,Peterson,James Niels,272.0
13479,Peters,John Phillip,247.0
13480,Peters,John William,264.0
13481,Peterson,Kent Franklin,240.0
13482,Peterson,Kyle Johnathan,290.0
13483,Peters,Raymond James,287.0
13484,Peters,Richard Devin,239.0
13485,Peters,Otto Casper,268.0
13486,Peters,Russell Dixon,241.0
13487,Peterson,Shane Aaron,297.0
13488,Peterson,Sidney Herbert,275.0
13489,Peters,Steven Bradley,240.0
13490,Petit,Gregorio Jesus,270.0
13491,Petit,Yusmeiro Alberto,328.0
13492,Petkovsek,Mark Joseph,257.0
13493,Petoskey,Frederick Lee,254.0
13494,Petralli,Eugene James,259.0
13495,Petrick,Benjamin Wayne,267.0
13496,Petrick,William John,318.0
13497,Petricka,Jacob Steven,297.0
13498,Petrocelli,Americo Peter,247.0
13499,Petry,Daniel Joseph,261.0
13500,Pettee,Patrick Edward,240.0
13501,Pettitte,Andrew Eugene,312.0
13502,Pettit,Robert Henry,229.0
13503,Pettit,Christopher Michael,272.0
13504,Pettis,Gary George,238.0
13505,Pettibone,Harry Jonathan,258.0
13506,Pettini,Joseph Paul,234.0
13507,Pettibone,Harry Jonathan,307.0
13508,Pettit,Leon Arthur,235.0
13509,Pettigrew,Jim Ned,246.0
13510,Pettit,George William Paul,269.0
13511,Pettyjohn,Adam Christopher,265.0
13512,Petty,Charles Edward,
13513,Petty,Jesse Lee,267.0
13514,Pevey,Marty Ashley,258.0
13515,Pezold,Lorenz Johannes,244.0
13516,Pezzullo,John,251.0
13517,Pfann,William F.,277.0
13518,Pfeffer,Francis Xavier,258.0
13519,Pfeffer,Nathaniel Frederick,254.0
13520,Pfeffer,Edward Joseph,285.0
13521,Pfeil,Robert Raymond,253.0
13522,Pfiester,John Albert,251.0
13523,Pfister,Daniel Albin,259.0
13524,Pfister,George Edward,272.0
13525,Pfund,Leroy Herbert,258.0
13526,Pfyl,Meinhard Charles,265.0
13527,Pham,Thomas James,283.0
13528,Phebus,Raymond William,239.0
13529,Phegley,Joshua Aaron,300.0
13530,Phelan,Arthur Thomas,228.0
13531,Phelan,Daniel,245.0
13532,Phelan,James Dickson,
13533,Phelan,Louis A.,
13534,Phelps,Ernest Gordon,299.0
13535,Phelps,Robert Cord,283.0
13536,Phelps,David Edward,274.0
13537,Phelps,Edward Jaykill,256.0
13538,Phelps,Joshua Lee,300.0
13539,Phelps,Kenneth Allen,282.0
13540,Phelps,Cornelius Carmen,
13541,Phelps,Raymond Clifford,274.0
13542,Phelps,Thomas Allen,265.0
13543,Phelps,Travis Howard,239.0
13544,Phillips,Adolfo Emilio,248.0
13545,Phillips,George Andrew,277.0
13546,Phillips,William B.,274.0
13547,Phillips,William Corcoran,251.0
13548,Phillips,Brandon Emil,282.0
13549,Phillips,Albert Abernathy,256.0
13550,Phillips,John Melvin,249.0
13551,Philley,David Earl,260.0
13552,Phillips,Damon Roswell,248.0
13553,Phillippe,Charles Louis,252.0
13554,Phillips,Richard Eugene,252.0
13555,Phillips,Edward David,250.0
13556,Phillips,Howard Edward,253.0
13557,Phillips,Norman Edwin,263.0
13558,Phillips,Heath Michael,350.0
13559,Phillips,Horace B.,
13560,Phillips,John Stephen,258.0
13561,Phillips,Jack Dorn,269.0
13562,Phillips,Jason Charles,303.0
13563,Phillips,Jason Lloyd,253.0
13564,Phillips,Charles Gene,279.0
13565,Phillips,Kyle Ray,298.0
13566,Phillips,Harold Ross,241.0
13567,Phillips,Marr B.,230.0
13568,Phillips,Michael Dwaine,242.0
13569,Phillips,Paul Anthony,271.0
13570,Phillips,Clarence Lemuel,270.0
13571,Phillips,William Taylor,256.0
13572,Phillips,Thomas Gerard,264.0
13573,Phillips,Keith Anthony,245.0
13574,Phillips,Zachary David,273.0
13575,Phipps,Denis,294.0
13576,Phoebus,Thomas Harold,253.0
13577,Phoenix,Steven Robert,249.0
13578,Phyle,William Joseph,
13579,Piatt,Adam David,269.0
13580,Piatt,Douglas William,258.0
13581,Piatt,Wiley Harold,245.0
13582,Piazza,Michael Joseph,275.0
13583,Picciuto,Nicholas Thomas,233.0
13584,Picciolo,Robert Michael,259.0
13585,Pichardo,Hipolito Antonio,233.0
13586,Piche,Ronald Jacques,236.0
13587,Picinich,Valentine John,234.0
13588,Pick,Charles Thomas,230.0
13589,Pickering,Calvin Elroy,360.0
13590,Pickett,Charles Albert,248.0
13591,Pick,Edgar Everett,257.0
13592,Pickett,David,237.0
13593,Pickett,John Thomas,256.0
13594,Pickering,Oliver Daniel,241.0
13595,Pickett,Cecil Lee,293.0
13596,Pickering,Urbane Henry,250.0
13597,Pickford,Kevin Patrick,276.0
13598,Pickrel,Clarence Douglas,253.0
13599,Pickup,Clarence William,252.0
13600,Pico,Jeffrey Mark,253.0
13601,Picone,Mario Peter,251.0
13602,Piechota,Aloysius Edward,267.0
13603,Piedra,Jorge Moises,262.0
13604,Pie,Felix,264.0
13605,Pieh,Edwin John Otto,264.0
13606,Piercy,Andrew Josiah,
13607,Piercy,William Benton,243.0
13608,Pierce,Walter William,230.0
13609,Pierce,Edward John,258.0
13610,Pierce,Grayson S.,247.0
13611,Pierce,Lavern Jack,282.0
13612,Pierce,Jeffrey Charles,260.0
13613,Pierce,Preston Maurice,
13614,Pierce,Raymond Lester,223.0
13615,Pierce,Tony Michael,263.0
13616,Pieretti,Marino Paul,220.0
13617,Pierotti,Albert Felix,265.0
13618,Pierro,William Leonard,228.0
13619,Pierre,Juan D'Vaughn,250.0
13620,Piersoll,Christopher Earl,271.0
13621,Pierson,David P.,209.0
13622,Pierson,Edmund Dana,
13623,Piersall,James Anthony,247.0
13624,Pierson,William Morris,254.0
13625,Pierzynski,Anthony John,325.0
13626,Piet,Anthony Francis,247.0
13627,Piez,Charles William,240.0
13628,Pignatiello,Carmen Peter,277.0
13629,Pignatano,Joseph Benjamin,250.0
13630,Pike,Israel E.,
13631,Pike,Jess Willard,250.0
13632,Pike,Lipman Emanuel,226.0
13633,Piktuzis,George Richard,274.0
13634,Pilarcik,Alfred James,250.0
13635,Pillar,Kevin Andrew,277.0
13636,Pill,Brett Michael,301.0
13637,Pillette,Duane Xavier,270.0
13638,Pillette,Herman Polycarp,264.0
13639,Pillion,Cecil Randolph,250.0
13640,Pilney,Antone James,245.0
13641,Pimentel,Stolmy Ramon,305.0
13642,Pina,Horacio,251.0
13643,Pina,Manuel Elias,287.0
13644,Pinder,Branden Henry,291.0
13645,Pinder,Chadwick Hudson,269.0
13646,Pineda,Luis A.,233.0
13647,Pineda,Michael Francisco,339.0
13648,Pineiro,Joel Alberto,272.0
13649,Pinelli,Ralph Arthur,234.0
13650,Piniella,Louis Victor,254.0
13651,Pinkham,Edwin B.,209.0
13652,Pinkney,George Burton,227.0
13653,Pinnance,Elijah Edward,253.0
13654,Pino,Yohan Jose,264.0
13655,Pinson,Vada Edward,241.0
13656,Pinto,Josmil Oswaldo,296.0
13657,Pinto,William Lerton,262.0
13658,Pinto,Renyel Eligio,356.0
13659,Pipgras,Edward John,249.0
13660,Pipgras,George William,258.0
13661,Pippen,Henry Harold,254.0
13662,Pipp,Walter Clement,253.0
13663,Pirela,Jose Manuel,292.0
13664,Pirie,James Moir,237.0
13665,Pirkl,Gregory Daniel,302.0
13666,Pirtle,Gerald Eugene,258.0
13667,Pisciotta,Marc George,317.0
13668,Piscotty,Stephen Edward,285.0
13669,Pisoni,James Peter,239.0
13670,Pitko,Alexander,250.0
13671,Pitler,Jacob Albert,218.0
13672,Pitlock,Lee Patrick Thomas,254.0
13673,Pittaro,Christopher Francis,241.0
13674,Pittenger,Clarke Alonzo,230.0
13675,Pittinger,Charles Reno,249.0
13676,Pittman,Joseph Wayne,253.0
13677,Pitts,Gaylen Richard,248.0
13678,Pittsley,James Michael,294.0
13679,Pitula,Stanley,240.0
13680,Pitz,Herman,206.0
13681,Pizarro,Juan Roman,241.0
13682,Pladson,Gordon Cecil,286.0
13683,Planeta,Emil Joseph,262.0
13684,Plank,Edward Stewart,246.0
13685,Plank,Edward Arthur,278.0
13686,Plantenberg,Erik John,263.0
13687,Plantier,Phillip Alan,247.0
13688,Plarski,Donald Joseph,226.0
13689,Plaskett,Elmo Alexander,265.0
13690,Platte,Alfred Frederick Joseph,227.0
13691,Platt,Mizell George,263.0
13692,Plawecki,Kevin Jeffrey,284.0
13693,Pleis,William,240.0
13694,Plesac,Daniel Thomas,282.0
13695,Pless,Rance,267.0
13696,Plews,Herbert Eugene,231.0
13697,Plitt,Norman William,251.0
13698,Plock,Walter S.,255.0
13699,Plodinec,Timothy Alfred,266.0
13700,Plouffe,Trevor Patrick,289.0
13701,Plummer,William Francis,263.0
13702,Plunk,Eric Vaughn,287.0
13703,Plutko,Adam Gregory,275.0
13704,Plympton,Jeffrey Hunter,279.0
13705,Poat,Raymond Willis,274.0
13706,Pocoroba,Biff Benedict,245.0
13707,Podbielan,Clarence Anthony,243.0
13708,Podgajny,John Sigmund,247.0
13709,Podres,John Joseph,241.0
13710,Podsednik,Scott Eric,257.0
13711,Poepping,Michael Harold,308.0
13712,Poetz,Joseph Frank,245.0
13713,Pofahl,James Willard,256.0
13714,Poffenberger,Cletus Elwood,248.0
13715,Poff,John William,264.0
13716,Poholsky,Thomas George,280.0
13717,Poindexter,Chester Jennings,235.0
13718,Pointer,Aaron Elton,259.0
13719,Polanco,Gregory,307.0
13720,Poland,Hugh Reid,256.0
13721,Polanco,Jorge Luis,271.0
13722,Polanco,Placido Enrique,259.0
13723,Polchow,Louis William,
13724,Polcovich,Kevin Michael,239.0
13725,Pole,Richard Henry,275.0
13726,Polhemus,Mark S.,251.0
13727,Polidor,Gustavo Adolfo,242.0
13728,Politte,Clifford Anthony,256.0
13729,Polivka,Kenneth Lyle,245.0
13730,Polley,Ezra Dale,237.0
13731,Pollet,Howard Joseph,248.0
13732,Polli,Louis Americo,235.0
13733,Pollock,Allen Lorenz,268.0
13734,Polly,Nicholas,261.0
13735,Poloni,John Paul,287.0
13736,Polonia,Luis Andrew,223.0
13737,Pomeranz,Thomas Andrew,318.0
13738,Pomeranz,Stuart Michael,299.0
13739,Pomorski,John Leon,250.0
13740,Pompez,Alejandro,
13741,Pompey,Dalton Kenrick,269.0
13742,Ponce,Carlos Antonio,240.0
13743,Pond,Erasmus Arlington,230.0
13744,Ponder,Charles Elmer,250.0
13745,Pond,Ralph Benjamin,
13746,Pond,Simon Emilio,263.0
13747,Ponson,Sidney Alton,293.0
13748,Poole,Edward Isaih,245.0
13749,Poole,James Ralph,247.0
13750,Poole,James Richard,264.0
13751,Poole,Raymond Herman,252.0
13752,Pool,Harlin Welty,265.0
13753,Poorman,Thomas Iverson,202.0
13754,Pope,David,240.0
13755,Popovich,Paul Edward,247.0
13756,Popowski,Edward Joseph,210.0
13757,Popp,William Peter,240.0
13758,Popplein,George J.,
13759,Poquette,Thomas Arthur,245.0
13760,Porcello,Frederick Alfred,282.0
13761,Poreda,Aaron Andermon,318.0
13762,Porray,Edmund Joseph,241.0
13763,Porterfield,Erwin Cooledge,262.0
13764,Porter,Robert Lee,250.0
13765,Porter,Marquis Donnell,269.0
13766,Porter,Charles William,262.0
13767,Porter,Colin Frederick,274.0
13768,Porter,Daniel Edward,236.0
13769,Porter,Darrell Ray,265.0
13770,Porter,Richard Twilley,240.0
13771,Porter,Walter Henry,
13772,Porter,Irving Marble,224.0
13773,Porter,J W,254.0
13774,Porter,Matthew Sheldon,
13775,Porter,Ned Swindell,245.0
13776,Porter,Odie Oscar,
13777,Porto,Alfred,247.0
13778,Portocarrero,Arnold Mario,271.0
13779,Portugal,Mark Steven,242.0
13780,Porzio,Lawrence Michael,265.0
13781,Posada,Jorge Rafael,289.0
13782,Posada,Leopoldo Jesus,246.0
13783,Posedel,William John,246.0
13784,Poser,John Falk,245.0
13785,Pose,Scott Vernon,236.0
13786,Posey,Gerald Dempsey,288.0
13787,Posey,Cumberland Willis,214.0
13788,Possehl,Louis Thomas,254.0
13789,Post,Lewis George,
13790,Post,Samuel Gilbert,243.0
13791,Post,Walter Charles,263.0
13792,Pote,Louis William,275.0
13793,Potter,Maryland Dykes,257.0
13794,Potter,Michael Gary,268.0
13795,Potter,Nelson Thomas,251.0
13796,Potter,Robert,258.0
13797,Pott,Nelson Adolph,257.0
13798,Potts,Vivian,
13799,Potts,John Frederick,232.0
13800,Potts,Michael Larry,239.0
13801,Poulsen,Ken Sterling,263.0
13802,Pounds,Jeared Wells,248.0
13803,Pounders,Brooks Casey,342.0
13804,Powell,Abner Charles,227.0
13805,Powell,Alonzo Sidney,264.0
13806,Powell,William Burris,256.0
13807,Powell,John Wesley,306.0
13808,Powell,William Brian,279.0
13809,Powell,LeJon Dante,259.0
13810,Powell,Dennis Clay,250.0
13811,Powell,Grover David,245.0
13812,Powell,Hosken,248.0
13813,Powell,John Joseph,266.0
13814,Powell,Reginald Bertrand,
13815,Powell,Alvin Jacob,251.0
13816,Powell,James Willard,296.0
13817,Powell,Jeremy Robert,307.0
13818,Powell,James Edwin,240.0
13819,Powell,Landon Reed,340.0
13820,Powell,Robert Leroy,263.0
13821,Powell,Martin J.,242.0
13822,Powell,Paul Ray,256.0
13823,Powell,Raymond Raeth,229.0
13824,Powell,Ross John,252.0
13825,Powers,Michael Riley,228.0
13826,Powers,John Lloyd,260.0
13827,Powers,James T.,220.0
13828,Powers,John Calvin,258.0
13829,Powers,Leslie Edwin,247.0
13830,Powers,Ellis Foree,258.0
13831,Powers,Patrick Thomas,
13832,Powers,Philip J.,233.0
13833,Power,Ted Henry,291.0
13834,Power,Thomas Francis,235.0
13835,Power,Victor Pellot,258.0
13836,Powis,Carl Edgar,257.0
13837,Pozo,Arquimedez,230.0
13838,Prado,Martin Manuel,287.0
13839,Prall,Wilfred Anthony,275.0
13840,Pramesa,John Steven,284.0
13841,Pratt,Albert George,207.0
13842,Pratt,Andrew Elias,231.0
13843,Pratt,Derrill Burnham,246.0
13844,Pratt,Francis Bruce,224.0
13845,Pratt,Lester John,255.0
13846,Pratt,Thomas Jefferson,217.0
13847,Pratt,Todd Alan,270.0
13848,Pregenzer,John Arthur,297.0
13849,Preibisch,Melvin Aloysius,256.0
13850,Prendergast,James Bartholomew,281.0
13851,Prendergast,Michael Thomas,234.0
13852,Prentiss,George Pepper,246.0
13853,Prescott,George Bertrand,251.0
13854,Presko,Joseph Edward,234.0
13855,Presley,Alexander Crawford,265.0
13856,Presley,James Arthur,273.0
13857,Pressly,Thomas Ryan,285.0
13858,Pressnell,Forest Charles,245.0
13859,Preston,Walter B.,247.0
13860,Price,William,
13861,Price,Bryan Cole,291.0
13862,Price,Bryan Roberts,264.0
13863,Price,David Taylor,292.0
13864,Price,John Thomas Reid,220.0
13865,Price,Jimmie William,264.0
13866,Price,James Lyman,
13867,Price,Joseph Preston,260.0
13868,Price,Joseph Walter,296.0
13869,Prichard,Robert Alexander,268.0
13870,Priddy,Robert Simpson,273.0
13871,Priddy,Gerald Edward,251.0
13872,Pride,Curtis John,277.0
13873,Pridie,Jason Orville,278.0
13874,Priest,Eddie Lee,273.0
13875,Priest,John Gooding,241.0
13876,Prieto,Alejandro Antonio,270.0
13877,Prieto,Ariel,295.0
13878,Prieto,Christian Michael,251.0
13879,Prim,Raymond Lee,250.0
13880,Prince,Donald Mark,276.0
13881,Prince,Joshua Cole,252.0
13882,Prince,Thomas Albert,256.0
13883,Prince,Walter Farr,219.0
13884,Prinz,Bret Randolph,260.0
13885,Prior,Mark William,307.0
13886,Pritchard,Harold William,268.0
13887,Pritchett,Christopher Davis,261.0
13888,Proctor,James Arthur,237.0
13889,Proctor,Noah Richard,238.0
13890,Proctor,Scott Christopher,268.0
13891,Proeser,George,260.0
13892,Profar,Jurickson Barthelomeus,262.0
13893,Prokopec,Kenneth Luke,237.0
13894,Proly,Michael James,257.0
13895,Propst,William Jacob,235.0
13896,Prothro,James Thompson,240.0
13897,Prough,Herschel Clinton,260.0
13898,Prudhomme,John Olgus,260.0
13899,Pruess,Earl Henry,240.0
13900,Pruett,Hubert Shelby,235.0
13901,Pruett,James Calvin,248.0
13902,Pruiett,Charles Leroy,244.0
13903,Pruitt,Ronald Ralph,257.0
13904,Pryor,Gregory Russell,252.0
13905,Pryor,Stephen Michael,311.0
13906,Puccinelli,George Lawrence,262.0
13907,Puckett,Kirby,246.0
13908,Puckett,Troy Levi,260.0
13909,Puente,Migel Antonio,232.0
13910,Puffer,Brandon Duane,265.0
13911,Pugh,Timothy Dean,303.0
13912,Puhl,John G.,
13913,Puhl,Terry Stephen,269.0
13914,Puig,Richard Gerald,235.0
13915,Puig,Yasiel,314.0
13916,Pujols,Jose Alberto,315.0
13917,Pujols,Luis Bienvenido,249.0
13918,Puleo,Charles Michael,264.0
13919,Pulido,Alfonso,241.0
13920,Pulido,Juan Carlos,266.0
13921,Pulliam,Harvey Jerome,282.0
13922,Pulsipher,William Thomas,305.0
13923,Pumpelly,Spencer Armstrong,246.0
13924,Punto,Nicholas Paul,264.0
13925,Purcell,William Aloysius,228.0
13926,Purcey,David Kent,322.0
13927,Purdin,John Nolan,259.0
13928,Purdy,Everett Virgil,216.0
13929,Purkey,Robert Thomas,249.0
13930,Purke,Matthew Taylor,291.0
13931,Purnell,Jesse Rhoades,205.0
13932,Purner,Oscar E.,
13933,Purtell,William Patrick,239.0
13934,Putkonen,Luke Webber,293.0
13935,Putman,Eddy William,263.0
13936,Putnam,Daniel Christopher,270.0
13937,Putnam,Patrick Edward,277.0
13938,Putnam,Steven Zachary McGuire,294.0
13939,Puttmann,Ambrose Nicholas,261.0
13940,Putz,Joseph Jason,327.0
13941,Pyburn,James Edward,262.0
13942,Pyecha,John Nicholas,277.0
13943,Pye,Robert Edward,245.0
13944,Pyle,Ewald,247.0
13945,Pyle,Harlan Albert,254.0
13946,Pyle,Harry Thomas,204.0
13947,Pytlak,Frank Anthony,227.0
13948,Pyznarski,Timothy Matthew,269.0
13949,Quackenbush,Kevin Robert,311.0
13950,Quade,Gregory Michael,254.0
13951,Qualls,Chad Michael,311.0
13952,Qualls,James Robert,228.0
13953,Qualters,Thomas Francis,262.0
13954,Quantrill,Paul John,248.0
13955,Quarles,William H.,
13956,Queen,William Eddleman,258.0
13957,Queen,Melvin Joseph,276.0
13958,Queen,Melvin Douglas,262.0
13959,Quellich,George William,253.0
13960,Quentin,Carlos Jose,308.0
13961,Querecuto,Juniel Alberto,224.0
13962,Quest,Joseph L.,216.0
13963,Quevedo,Ruben Eduardo,263.0
13964,Quick,Edwin S.,
13965,Quick,James Harold,233.0
13966,Quilici,Francis Ralph,243.0
13967,Quillin,Leon Abner,235.0
13968,Quinlan,,
13969,Quinlan,Thomas A.,222.0
13970,Quinlan,Francis Patrick,249.0
13971,Quinlan,Robb Michael,273.0
13972,Quinlan,Thomas Raymond,275.0
13973,Quinn,Franklin Cady,225.0
13974,Quinn,Frank William,254.0
13975,Quinn,John Picus,268.0
13976,Quinn,Joseph,
13977,Quinn,Joseph James,225.0
13978,Quinn,John Edward,221.0
13979,Quinn,Mark David,248.0
13980,Quinn,,230.0
13981,Quinn,Patrick James,216.0
13982,Quinn,Roman Tredarian,240.0
13983,Quinn,Clarence Carr,283.0
13984,Quinn,Thomas Oscar,248.0
13985,Quinn,Wellington Hunt,261.0
13986,Quinones,Luis Raul,236.0
13987,Quinones,Rey Francisco,231.0
13988,Quintana,Carlos Narcis,247.0
13989,Quintero,Humberto,285.0
13990,Quintana,Jose Guillermo,293.0
13991,Quintana,Luis Joaquin,249.0
13992,Quinton,Marshall J.,261.0
13993,Quintanilla,Omar,254.0
13994,Quirico,Rafael Octavio,245.0
13995,Quirk,Arthur Lincoln,241.0
13996,Quirk,James Patrick,266.0
13997,Quiroz,Guillermo Antonio,288.0
13998,Quisenberry,Daniel Raymond,244.0
13999,Raabe,Brian Charles,239.0
14000,Rabbitt,Joseph Patrick,235.0
14001,Rabb,John Andrew,253.0
14002,Rabe,Charles Henry,253.0
14003,Rabe,Joshua Wayne,290.0
14004,Rabelo,Michael Gregory,273.0
14005,Raburn,Ryan Neil,257.0
14006,Rachunok,Stephen Stepanovich,281.0
14007,Rackley,Marvin Eugene,240.0
14008,Raczka,Michael,254.0
14009,Radatz,Richard Raymond,308.0
14010,Radbourn,Charles Gardner,237.0
14011,Radbourn,George B.,
14012,Radcliff,John Young,206.0
14013,Radcliff,Raymond Allen,240.0
14014,Radebaugh,Roy,227.0
14015,Rader,David Martin,236.0
14016,Rader,Donald Russell,234.0
14017,Rader,Douglas Lee,282.0
14018,Rader,Drew Leon,261.0
14019,Radford,Paul Revere,214.0
14020,Radinsky,Scott David,265.0
14021,Radke,Brad William,254.0
14022,Radlosky,Robert Vincent,266.0
14023,Radmanovich,Ryan Ashley,274.0
14024,Radtke,Jack William,227.0
14025,Raether,Harold Herman,258.0
14026,Raffensberger,Kenneth David,259.0
14027,Raffo,Albert Martin,287.0
14028,Rafter,John Cornelius,233.0
14029,Raftery,Thomas Francis,245.0
14030,Ragan,Don Carlos Patrick,255.0
14031,Raggio,Brady John,286.0
14032,Ragland,Frank Roland,259.0
14033,Ragland,Thomas,225.0
14034,Raich,Eric James,301.0
14035,Rainey,Charles David,261.0
14036,Rainey,John M.,234.0
14037,Raines,Lawrence Glenn Hope,235.0
14038,Raines,Timothy,228.0
14039,Raines,Timothy,260.0
14040,Rain,Steven Nicholas,328.0
14041,Rajsich,David Christopher,252.0
14042,Rajsich,Gary Louis,284.0
14043,Rakers,Aaron James,280.0
14044,Rakers,Jason Paul,271.0
14045,Rakow,Edward Charles,249.0
14046,Raleigh,John Austin,234.0
14047,Raley,Brooks Lee,275.0
14048,Ralston,Samuel Beryl,257.0
14049,Ramazzotti,Robert Louis,243.0
14050,Rambert,Elmer Donald,247.0
14051,Rambo,Warren Dawson,219.0
14052,Ramirez,Daniel Allan,250.0
14053,Ramirez,Alexander Ramon,251.0
14054,Ramirez,Alexei Fernando,254.0
14055,Ramirez,Aramis,278.0
14056,Ramirez,Edwar Emilio,240.0
14057,Ramirez,Elizardo,252.0
14058,Ramirez,Elvin,283.0
14059,Ramirez,Erasmo,252.0
14060,Ramirez,Erasmo Jose,271.0
14061,Ramirez,Hanley,309.0
14062,Ramirez,Hector Bienvenido,293.0
14063,Ramirez,Horacio,293.0
14064,Ramirez,Juan Carlos,326.0
14065,Ramirez,Jose Enrique,249.0
14066,Ramirez,Jose Altagracia,288.0
14067,Ramirez,Julio Cesar,266.0
14068,Ramirez,Mario,224.0
14069,Ramirez,Manuel Aristides,297.0
14070,Ramirez,Maximiliano R.,291.0
14071,Ramirez,Milton,219.0
14072,Ramirez,Neil Andrew,291.0
14073,Ramirez,Noe,280.0
14074,Ramirez,Orlando,245.0
14075,Ramirez,Rafael Emilio,242.0
14076,Ramirez,Ramon Emilio,271.0
14077,Ramirez,Ramon A.,262.0
14078,Ramirez,Roberto,267.0
14079,Ramirez,Santiago,271.0
14080,Ramirez,Wilkin Emilio,304.0
14081,Ramos,Alejandro,270.0
14082,Ramos,Roberto,261.0
14083,Ramos,Cesar,274.0
14084,Ramos,Jesus Manuel,237.0
14085,Ramos,Domingo Antonio,224.0
14086,Ramos,Edgar Jose,266.0
14087,Ramos,Edubray Eduar,232.0
14088,Ramos,John Joseph,262.0
14089,Ramos,Kenneth Cecil,258.0
14090,Ramos,Mario Martin,251.0
14091,Ramos,Pedro,247.0
14092,Ramos,Wilson Abraham,328.0
14093,Ramsay,Robert Arthur,307.0
14094,Ramsdell,James Willard,236.0
14095,Ramsey,William Thrace,247.0
14096,Ramsey,Fernando David,248.0
14097,Ramsey,Michael Jeffrey,243.0
14098,Ramsey,Michael James,242.0
14099,Ramsey,Thomas H.,249.0
14100,Ranaudo,Anthony Ronald,319.0
14101,Randall,Robert Lee,249.0
14102,Randa,Joseph Gregory,261.0
14103,Randall,Newton John,251.0
14104,Randall,James Odell,266.0
14105,Randall,Scott Philip,275.0
14106,Rand,Richard Hilton,259.0
14107,Randle,Leonard Shenoff,239.0
14108,Randolph,Stephen LeCharles,255.0
14109,Randolph,Willie Larry,236.0
14110,Ranew,Merritt Thomas,241.0
14111,Raney,Frank Robert Donald,266.0
14112,Ransom,Bryan Cody,274.0
14113,Ransom,Jeffrey Dean,256.0
14114,Rapada,Clayton Anthony,272.0
14115,Rapp,Earl Wellington,259.0
14116,Rapp,Joseph Aloysius,235.0
14117,Rapp,Patrick Leland,270.0
14118,Rapp,Vernon Fred,267.0
14119,Rariden,William Angle,238.0
14120,Raschi,Victor John Angelo,278.0
14121,Rasmus,Colby Ryan,269.0
14122,Rasmus,Cory Taylor,272.0
