,nameLast,nameGiven,height-plus-weight
4741,Dunn,Joseph Edward,229.0
4742,Dunn,Michael Glen,287.0
4743,Dunn,Ronald Ray,251.0
4744,Dunn,Scott Allen,255.0
4745,Dunn,Stephen B.,242.0
4746,Dunn,Steven Robert,301.0
4747,Dunn,Todd Kent,297.0
4748,Dunston,Shawon Donnell,248.0
4749,Dunwoody,Todd Franklin,263.0
4750,Dupee,Frank Oliver,273.0
4751,Dupree,Michael Dennis,258.0
4752,Duran,Daniel James,261.0
4753,Duran,German,255.0
4754,Durango,Luis A.,224.0
4755,Durant,Michael Joseph,274.0
4756,Duran,Roberto Alejandro,239.0
4757,Durazo,Erubiel,315.0
4758,Durbin,Chad Griffin,299.0
4759,Durbin,Joseph Adam,282.0
4760,Durbin,Blaine Alphonsus,223.0
4761,Duren,Rinold George,264.0
4762,Durham,Louis Staub,
4763,Durham,Donald Gary,242.0
4764,Durham,Edward Fant,241.0
4765,Durham,James Garfield,247.0
4766,Durham,Joseph Vann,259.0
4767,Durham,Leon,258.0
4768,Durham,Ray,238.0
4769,Durnbaugh,Robert Eugene,238.0
4770,Durning,George Dewey,246.0
4771,Durning,Richard Knott,252.0
4772,Durocher,Jayson Paul,270.0
4773,Durocher,Leo Ernest,230.0
4774,Durrett,Elmer Cable,240.0
4775,Durrington,Trent John,255.0
4776,Durst,Cedric Montgomery,231.0
4777,Duryea,James Newton,245.0
4778,Dusak,Ervin Frank,259.0
4779,Duser,Carl Robert,248.0
4780,Dustal,Robert Andrew,244.0
4781,Duvall,Adam Lynn,293.0
4782,Duvall,Michael Alan,257.0
4783,Duzen,William George,236.0
4784,Dwight,Albert Ward,
4785,Dwyer,Christopher Paul,285.0
4786,Dwyer,Joseph Michael,255.0
4787,Dwyer,John Francis,213.0
4788,Dwyer,James Edward,235.0
4789,Dwyer,John E.,
4790,Dybzinski,Jerome Mathew,254.0
4791,Dyck,James Robert,274.0
4792,Dye,Jermaine Terrell,286.0
4793,Dyer,Benjamin Franklin,240.0
4794,Dyer,Don Robert,259.0
4795,Dyer,Edwin Hawley,239.0
4796,Dyer,Michael Lawrence,270.0
4797,Dygert,James Henry,228.0
4798,Dykes,James Joseph,254.0
4799,Dykhoff,Radhames Alviro,277.0
4800,Dykstra,Allan Christopher,292.0
4801,Dykstra,Leonard Kyle,230.0
4802,Dyler,John F.,
4803,Dyson,Jarrod Martel,235.0
4804,Dyson,Samuel Isaac,278.0
4805,Eaddy,Donald Johnson,236.0
4806,Eagan,William,215.0
4807,Eagan,Charles Eugene,261.0
4808,Eagle,William Lycurgus,
4809,Eakle,Charles Emory,215.0
4810,Earley,Arnold Carl,268.0
4811,Earle,William Moffat,240.0
4812,Earley,William Albert,276.0
4813,Earley,Thomas Francis Aloysius,252.0
4814,Earl,Howard J.,254.0
4815,Earl,William Scott,236.0
4816,Early,Jacob Willard,239.0
4817,Earnshaw,George Livingston,286.0
4818,Easley,Jacinto Damion,226.0
4819,Easley,Edward Michael,287.0
4820,Easley,Kenneth Logan,258.0
4821,Easler,Michael Anthony,262.0
4822,Eason,Malcolm Wayne,247.0
4823,East,Carlton William,252.0
4824,Easterday,Henry Propert,211.0
4825,Easterly,James Morris,249.0
4826,Easter,Luscious Luke,316.0
4827,Easterling,Paul,251.0
4828,Easterwood,Roy Charles,268.0
4829,Easterly,Theodore Harrison,233.0
4830,East,Harry Hamlet,
4831,East,Gordon Hugh,259.0
4832,Easton,John S.,
4833,Easton,John David,259.0
4834,Eastwick,Rawlins Jackson,255.0
4835,Eaton,Adam Thomas,264.0
4836,Eaton,Adam Cory,253.0
4837,Eaton,Craig,246.0
4838,Eaton,Zebulon Vance,255.0
4839,Eave,Gary Louis,276.0
4840,Eaves,Vallie Ennis,254.0
4841,Eayrs,Edwin,227.0
4842,Ebbets,Charles Hercules,
4843,Ebert,Derrin Lee,275.0
4844,Ebright,Hiram C.,249.0
4845,Eccles,Harry Josiah,244.0
4846,Echevarria,Angel Santos,291.0
4847,Echols,John Gresham,245.0
4848,Eckenstahler,Eric Ryan,289.0
4849,Eckert,Albert George,244.0
4850,Eckert,Charles William,235.0
4851,Eckersley,Dennis Lee,264.0
4852,Eckhardt,Oscar George,258.0
4853,Eckstein,David Mark,236.0
4854,Eddy,Christopher Mark,275.0
4855,Eddy,Donald Eugene,241.0
4856,Eddy,Steven Allen,259.0
4857,Edelen,Edward Joseph,263.0
4858,Edelen,Benny Joe,237.0
4859,Edelman,John Rogers,260.0
4860,Eden,Charles M.,
4861,Edenfield,Kenneth Edward,238.0
4862,Eden,Edward Michael,240.0
4863,Edens,Thomas Patrick,260.0
4864,Edge,Claude Lee,278.0
4865,Edgerton,William Albert,259.0
4866,Edgin,Joshua Wayne,318.0
4867,Edington,Jacob Frank,238.0
4868,Edlefsen,Steven Bradley,269.0
4869,Edler,David Delmer,257.0
4870,Edmondson,Robert E.,256.0
4871,Edmondson,Brian Christopher,239.0
4872,Edmonson,Earl Edward,247.0
4873,Edmondson,George Henderson,252.0
4874,Edmonds,James Patrick,263.0
4875,Edmondson,Paul Michael,272.0
4876,Edmonston,Samuel Sherwood,256.0
4877,Edwards,,
4878,Edwards,Charles Bruce,248.0
4879,Edwards,Carl Fleming,245.0
4880,Edwards,David Leonard,242.0
4881,Edwards,Howard Rodney,289.0
4882,Edwards,Foster Hamilton,250.0
4883,Edwards,Henry Albert,262.0
4884,Edwards,James Corbette,259.0
4885,Edwards,John Alban,296.0
4886,Edwards,Jonathan Benjamin,312.0
4887,Edwards,Marshall Lynn,226.0
4888,Edwards,Michael Lewis,224.0
4889,Edwards,Michael Donald,253.0
4890,Edwards,Ralph Strunk,234.0
4891,Edwards,Sherman Stanley,237.0
4892,Edwards,Wayne Maurice,262.0
4893,Eells,Harry Archibald,268.0
4894,Eenhoorn,Robert Franciscus,245.0
4895,Eflin,Zachary Adams,293.0
4896,Egan,Arthur Augustus,267.0
4897,Egan,Richard Joseph,233.0
4898,Egan,Richard Wallis,269.0
4899,Egan,James K.,
4900,Egan,John Joseph,248.0
4901,Egan,Thomas Patrick,294.0
4902,Egan,Aloysius Jerome,260.0
4903,Egbert,John Edward,295.0
4904,Ege,Cody Paul,263.0
4905,Eggert,Elmer Albert,229.0
4906,Eggler,David Daniel,234.0
4907,Egloff,Bruce Edward,289.0
4908,Ehmke,Howard Jonathan,265.0
4909,Ehret,Philip Sydney,247.0
4910,Ehrhardt,Welton Claude,264.0
4911,Eibel,Henry Hack,291.0
4912,Eibner,Brett William,301.0
4913,Eichelberger,Juan Tyrone,269.0
4914,Eichhorn,Mark Anthony,276.0
4915,Eichrodt,Frederick George,238.0
4916,Eickhoff,Jerad Joseph,321.0
4917,Eiland,David William,285.0
4918,Eilers,David Louis,259.0
4919,Einertson,Darrell Lee,264.0
4920,Eischen,Joseph Raymond,263.0
4921,Eisenstat,Harry,256.0
4922,Eisenhart,Jacob Henry,270.0
4923,Eisenreich,James Michael,251.0
4924,Eiteljorge,Edward Henry,264.0
4925,Ekstrom,Michael Robert,262.0
4926,Ehlen,Frederick,
4927,Elarton,Vincent Scott,319.0
4928,Elberfeld,Norman Arthur,225.0
4929,Elbert,Timothy Scott,299.0
4930,Elder,David Matthew,252.0
4931,Elder,George Rezin,251.0
4932,Elder,Henry Knox,274.0
4933,Eldred,Bradley Ross,348.0
4934,Eldred,Calvin John,291.0
4935,Elia,Lee Constantine,246.0
4936,Elias,Roenis,278.0
4937,Elko,Peter,256.0
4938,Ellam,Roy,273.0
4939,Ellerbe,Francis Rogers,235.0
4940,Eller,Horace Owen,256.0
4941,Ellick,Joseph J.,232.0
4942,Ellingsen,Harold Bruce,252.0
4943,Ellington,Brian Michael,290.0
4944,Elliott,Allen Clifford,242.0
4945,Elliott,Robert Irving,257.0
4946,Elliott,Carter Ward,236.0
4947,Elliott,Claude Judson,262.0
4948,Elliott,Donald Glenn,266.0
4949,Elliott,Eugene Burninghaus,217.0
4950,Elliott,Herbert Glenn,240.0
4951,Elliott,Harold William,243.0
4952,Elliott,Harry Lewis,244.0
4953,Elliott,James Thomas,310.0
4954,Elliot,Lawrence Lee,274.0
4955,Elliott,Randy Lee,264.0
4956,Elliott,Harold Bell,229.0
4957,Ellis,Andrew James,299.0
4958,Ellison,Herbert Spencer,241.0
4959,Ellis,Alfred Benjamin,236.0
4960,Ellis,Dock Phillip,280.0
4961,Ellison,George Russell,260.0
4962,Ellison,Jason Jerome,250.0
4963,Ellis,James Russell,259.0
4964,Ellis,John Charles,299.0
4965,Ellis,Mark William,260.0
4966,Ellis,Robert Walter,251.0
4967,Ellis,Robert Randolph,297.0
4968,Ellis,George William,242.0
4969,Ellis,Samuel Joseph,248.0
4970,Ellsbury,Jacoby McCabe,268.0
4971,Ellsworth,Richard Clark,255.0
4972,Ellsworth,Steven Clark,300.0
4973,Elmore,Jacob David,250.0
4974,Elmore,Verdo Wilson,256.0
4975,Elsh,Eugene Raybold,234.0
4976,Elster,Kevin Daniel,254.0
4977,Elston,Donald Ray,237.0
4978,Elvira,Narciso Chicho,230.0
4979,Ely,William Frederick,228.0
4980,Ely,Isaac Harry,
4981,Ely,John Daniel,284.0
4982,Emaus,Bradley Mark,277.0
4983,Embree,Alan Duane,259.0
4984,Embree,Charles Willard,237.0
4985,Embry,Charles Akin,258.0
4986,Emerson,Chester Arthur,233.0
4987,Emery,Calvin Wayne,279.0
4988,Emery,Herrick Smith,234.0
4989,Emig,Charles Henry,
4990,Emmerich,Robert George,218.0
4991,Emmer,Frank William,218.0
4992,Emmerich,William Peter,243.0
4993,Emslie,Robert Daniel,251.0
4994,Encarnacion,Angelo Benjamin,248.0
4995,Encarnacion,Edwin Elpidio,303.0
4996,Encarnacion,Juan de Dios,234.0
4997,Encarnacion,Luis Martin Lora,248.0
4998,Encarnacion,Mario,284.0
4999,Enders,Trevor Hale,278.0
5000,Endicott,William Franklin,246.0
5001,Engel,Joseph William,256.0
5002,Engel,Steven Michael,291.0
5003,Engle,Charlie August,213.0
5004,Engle,Arthur Clyde,260.0
5005,Engle,Ralph David,285.0
5006,Engle,Richard Douglas,252.0
5007,English,Charles Dewie,229.0
5008,English,Gilbert Raymond,251.0
5009,English,Jesse Logan,295.0
5010,English,Elwood George,225.0
5011,Ennis,Delmer,267.0
5012,Ennis,John Wayne,297.0
5013,Ennis,Russell Elwood,231.0
5014,Enright,Barry Ryan,295.0
5015,Enright,George Albert,246.0
5016,Enright,Jackson Percy,248.0
5017,Ensberg,Morgan Paul,284.0
5018,Ens,Jewel Winklemeyer,235.0
5019,Ens,Anton,253.0
5020,Enwright,Charles Massey,
5021,Enyart,Terry Gene,264.0
5022,Enzenroth,Clarence Herman,234.0
5023,Enzmann,John,235.0
5024,Eovaldi,Nathan Edward,299.0
5025,Eppard,James Gerhard,254.0
5026,Epperly,Albert Paul,268.0
5027,Eppley,Cody Allen,282.0
5028,Epps,Aubrey Lee,240.0
5029,Epps,Harold Franklin,247.0
5030,Epstein,Michael Peter,305.0
5031,Erardi,Joseph Gregory,263.0
5032,Erautt,Edward Lorenz Sebastian,256.0
5033,Erautt,Joseph Michael,244.0
5034,Erdos,Todd Michael,278.0
5035,Erickson,Donald Lee,247.0
5036,Erickson,Eric George Adolph,264.0
5037,Erickson,Henry Nels,258.0
5038,Erickson,Harold James,307.0
5039,Ericks,John Edward,299.0
5040,Erickson,Matt,261.0
5041,Erickson,Paul Walford,274.0
5042,Erickson,Ralph Lief,248.0
5043,Erickson,Roger Farrell,255.0
5044,Erickson,Scott Gavin,296.0
5045,Erlin,Robert Joseph,262.0
5046,Ermer,Calvin Coolidge,247.0
5047,Ernaga,Frank John,268.0
5048,Errickson,Richard Merriwell,248.0
5049,Erskine,Carl Daniel,235.0
5050,Erstad,Darin Charles,269.0
5051,Erwin,Ross Emil,257.0
5052,Esasky,Nicholas Andrew,275.0
5053,Escalona,Edgmer Eduarado,311.0
5054,Escalona,Felix Eduardo,257.0
5055,Escalera,Saturnino,235.0
5056,Escalona,Sergio Luis,287.0
5057,Escarrega,Ernesto,256.0
5058,Eschen,James Godrich,230.0
5059,Eschen,Lawrence Edward,252.0
5060,Esch,Jacob Otto,280.0
5061,Escobar,Alexander Jose,258.0
5062,Escobar,Alcides,258.0
5063,Escobar,Angel Ruben,232.0
5064,Escobar,Eduardo Jose,255.0
5065,Escobar,Edwin Jose,299.0
5066,Escobar,Jose Elias,210.0
5067,Escobar,Kelvim Jose,278.0
5068,Escobar,Yunel,289.0
5069,Eshelman,Vaughn Michael,280.0
5070,Esmond,James Joseph,238.0
5071,Esper,Charles H.,256.0
5072,Espinoza,Alvaro Alberto,242.0
5073,Espinosa,Daniel Richard,277.0
5074,Espineli,Eugene MacAlalag,271.0
5075,Espino,Juan,263.0
5076,Espinosa,Arnulfo Acevedo,265.0
5077,Esposito,Brian James,283.0
5078,Esposito,Michael Anthony,262.0
5079,Esposito,Samuel,234.0
5080,Espy,Cecil Edward,270.0
5081,Essegian,Charles Abraham,271.0
5082,Esser,Mark Gerald,263.0
5083,Essian,James Sarkis,269.0
5084,Essick,William Earl,245.0
5085,Estalella,Roberto,248.0
5086,Estalella,Robert M.,273.0
5087,Estelle,Richard Henry,244.0
5088,Esterbrook,Thomas John,238.0
5089,Estes,Aaron Shawn,259.0
5090,Estevez,Carlos Samuel,286.0
5091,Estock,George John,257.0
5092,Estrada,Charles Leonard,258.0
5093,Estrada,Francisco,250.0
5094,Estrada,Horacio,258.0
5095,Estrada,Johnny Pulado,280.0
5096,Estrada,Marco Rene,272.0
5097,Estrada,Oscar,228.0
5098,Estrella,Leoncio,258.0
5099,Etchebarren,Andrew Auguste,263.0
5100,Etchison,Clarence Hampton,263.0
5101,Etheridge,Bobby Lamar,239.0
5102,Etherton,Seth Michael,268.0
5103,Ethier,Andre Everett,284.0
5104,Etten,Nicholas Raymond Thomas,272.0
5105,Ettles,Mark Edward,250.0
5106,Eubank,John Franklin,289.0
5107,Eubanks,Uel Melvin,250.0
5108,Eufemia,Frank Anthony,256.0
5109,Eunick,Fernandes Bowen,214.0
5110,Eusebio,Raul Antonio Bare,254.0
5111,Eustace,Frank John,229.0
5112,Evans,,
5113,Evans,Alfred Hubert,261.0
5114,Evans,William Arthur,254.0
5115,Evans,Barry Steven,253.0
5116,Evans,Bart Steven,284.0
5117,Evans,William James,247.0
5118,Evans,William Lawrence,254.0
5119,Evans,William George,276.0
5120,Evans,Charles Franklin,
5121,Evans,Darrell Wayne,274.0
5122,Evans,Dwight Michael,254.0
5123,Evans,Uriah L. P.,222.0
5124,Evans,Joseph Patton,229.0
5125,Evans,Nicholas R.,294.0
5126,Evans,Russell Edison,239.0
5127,Evans,Robert Roy,252.0
5128,Evans,Louis Richard,245.0
5129,Evans,Michael Terry,286.0
5130,Evans,Thomas John,273.0
5131,Eveland,Dana James,308.0
5132,Everett,Jeffrey Adam,252.0
5133,Everett,Carl Edward,253.0
5134,Everitt,William Lee,257.0
5135,Everitt,Edward Leon,268.0
5136,Everidge,Thomas James,347.0
5137,Eversgerd,Bryan David,263.0
5138,Evers,Walter Arthur,254.0
5139,Evers,John Joseph,194.0
5140,Evers,Joseph Francis,204.0
5141,Evers,Thomas Francis,204.0
5142,Ewell,George W.,232.0
5143,Ewing,George Lemuel,243.0
5144,Ewing,William,258.0
5145,Ewing,John,241.0
5146,Ewing,Reuben,214.0
5147,Ewing,Samuel James,275.0
5148,Ewoldt,Arthur Lee,235.0
5149,Exposito,Luis,285.0
5150,Eyre,Scott Alan,233.0
5151,Eyre,William Mays,307.0
5152,Eyrich,George Lincoln,246.0
5153,Ezzell,Homer Estell,228.0
5154,Faatz,Jacob S.,272.0
5155,Faber,Urban Clarence,254.0
5156,Fabregas,Jorge,280.0
5157,Fabrique,Albert LaVerne,218.0
5158,Face,Elroy Leon,223.0
5159,Faedo,Leonardo Lago,242.0
5160,Faeth,Anthony Joseph,252.0
5161,Fagan,William A.,236.0
5162,Fagan,Everett Joseph,267.0
5163,Fagin,Joseph,
5164,Fahey,William Roger,272.0
5165,Fahey,Brandon Michael,234.0
5166,Fahey,Francis Raymond,263.0
5167,Fahey,Howard Simpson,212.0
5168,Fahrer,Clarence Willie,262.0
5169,Fahr,Gerald Warren,262.0
5170,Fain,Ferris Roy,251.0
5171,Fairbank,James Lee,255.0
5172,Faircloth,James Lamar,231.0
5173,Fairey,James Burke,260.0
5174,Fair,George T.,207.0
5175,Fairly,Ronald Ray,245.0
5176,Fajardo,Hector,261.0
5177,Falch,Anton C.,298.0
5178,Falcone,Peter,259.0
5179,Falk,Bibb August,247.0
5180,Falk,Chester Emanuel,244.0
5181,Falkenborg,Brian Thomas,314.0
5182,Falkenberg,Frederick Peter,257.0
5183,Fallenstein,Edward Joseph,255.0
5184,Fallon,Robert Joseph,275.0
5185,Fallon,Charles Augustus,
5186,Fallon,George Decatur,224.0
5187,Falsey,Peter James,198.0
5188,Falteisek,Steven James,274.0
5189,Falu,Irving,254.0
5190,Familia,Jeurys,315.0
5191,Faneyte,Rikkert,242.0
5192,Fannin,Clifford Bryson,242.0
5193,Fanning,John Jacob,232.0
5194,Fanning,William James,251.0
5195,Fanok,Harry Michael,252.0
5196,Fanovich,Frank Joseph,251.0
5197,Fansler,Stanley Robert,251.0
5198,Fanwell,Harry Clayton,247.0
5199,Fanzone,Carmen Donald,272.0
5200,Faries,Paul Tyrrell,235.0
5201,Fariss,Monty Ted,256.0
5202,Farley,Robert Jacob,274.0
5203,Farley,Lawrence,
5204,Farmer,Alexander Johnson,247.0
5205,Farmer,William Charles,258.0
5206,Farmer,George Runie,301.0
5207,Farmer,Edward Joseph,277.0
5208,Farmer,Howard Earl,260.0
5209,Farmer,Floyd Haskell,252.0
5210,Farmer,Michael Anthony,266.0
5211,Farnsworth,Jeffrey Ellis,264.0
5212,Farnsworth,Kyle Lynn,306.0
5213,Farquhar,Daniel Andres,254.0
5214,Farrar,Sidney Douglas,255.0
5215,Farrell,William,
5216,Farrell,Edward Stephen,228.0
5217,Farrell,Charles Andrew,281.0
5218,Farrell,John,
5219,Farrell,John A.,234.0
5220,Farrell,John Edward,213.0
5221,Farrell,Joseph F.,226.0
5222,Farrell,John Sebastian,230.0
5223,Farrell,John Edward,286.0
5224,Farrell,Major Kerby,243.0
5225,Farrell,Richard Joseph,291.0
5226,Farris,Eric Michael-Jay,249.0
5227,Farr,James Alfred,268.0
5228,Farrow,John Jacob,
5229,Farr,Steven Michael,268.0
5230,Fasano,Salvatore Frank,294.0
5231,Fassero,Jeffrey Joseph,253.0
5232,Fass,Frederick Peter,
5233,Fast,Darcy Rae,270.0
5234,Faszholz,John Edward,280.0
5235,Faul,William Alvan,254.0
5236,Faulkner,Andrew Michael,280.0
5237,Faulkner,James Leroy,265.0
5238,Fausett,Robert Shaw,240.0
5239,Faust,Charles Victor,
5240,Fautsch,Joseph Roamon,232.0
5241,Fauver,Clayton King,
5242,Fazio,Ernest Joseph,232.0
5243,Fear,Luvern Carl,242.0
5244,Featherston,Taylor Joseph,258.0
5245,Febles,Carlos Manuel,241.0
5246,Federoff,Alfred,235.0
5247,Federowicz,Timothy Joseph,285.0
5248,Fee,John,
5249,Fehring,William Paul,267.0
5250,Feierabend,Ryan Robert,300.0
5251,Feinberg,Edward Isidore,234.0
5252,Felderman,Marvin Wilfred,260.0
5253,Felder,Michael Otis,228.0
5254,Feldman,Harry,247.0
5255,Feldman,Scott Wynne,289.0
5256,Feliciano,Jesus,260.0
5257,Feliciano,Pedro Juan,265.0
5258,Felix,August Guenther,252.0
5259,Felix,Harry Francis,227.0
5260,Felix,Junior Francisco,242.0
5261,Feliz,Michael,306.0
5262,Feliz,Neftali,310.0
5263,Feliz,Pedro Julio,283.0
5264,Feller,Robert William Andrew,257.0
5265,Feller,Jack Leland,255.0
5266,Felsch,Oscar Emil,246.0
5267,Felske,John Frederick,270.0
5268,Felton,Terry Lane,253.0
5269,Fennelly,Francis John,236.0
5270,Fenner,Horace Alfred,235.0
5271,Fenwick,Robert Richard,234.0
5272,Ferens,Stanley,241.0
5273,Ferguson,James Alexander,252.0
5274,Ferguson,Robert Vavasour,218.0
5275,Ferguson,Robert Lester,253.0
5276,Ferguson,Charles J.,237.0
5277,Ferguson,Charles Augustus,
5278,Ferguson,Cecil Benoni,235.0
5279,Ferguson,Joseph Vance,274.0
5280,Fermin,Felix Jose,231.0
5281,Fermin,Ramon Antonio,255.0
5282,Fernandez,Alexander,274.0
5283,Fernandez,Humberto,237.0
5284,Fernandez,Lorenzo Marto,230.0
5285,Fernandes,Edward Paul,254.0
5286,Fernandez,Frank,257.0
5287,Fernandez,Jared Wade,297.0
5288,Fernandez,Jose Mayobanex,295.0
5289,Fernandez,Jose D.,315.0
5290,Fernandez,Froilan,239.0
5291,Fernandez,Osvaldo,264.0
5292,Fernandez,Charles Sidney,293.0
5293,Fernandez,Octavio Antonio,239.0
5294,Ferrara,Alfred John,273.0
5295,Ferrari,Anthony Michael,229.0
5296,Ferrazzi,William Joseph,274.0
5297,Ferrarese,Donald Hugh,239.0
5298,Ferraro,Michael Dennis,246.0
5299,Ferrell,Jeffrey Alan,281.0
5300,Ferrell,Richard Benjamin,230.0
5301,Ferrer,Sergio,212.0
5302,Ferreira,Anthony Ross,233.0
5303,Ferrell,Wesley Cheek,269.0
5304,Ferris,Robert Eugene,303.0
5305,Ferriss,David Meadow,282.0
5306,Ferris,Albert Samuel,230.0
5307,Ferrick,Thomas Jerome,294.0
5308,Ferry,Alfred Joseph,243.0
5309,Ferry,John Francis,246.0
5310,Ferson,Alexander,234.0
5311,Fessenden,Wallace Clifton,
5312,Fette,Louis Henry William,273.0
5313,Fetters,Michael Lee,276.0
5314,Fetzer,William McKinnon,250.0
5315,Fewster,Wilson Lloyd,231.0
5316,Fiala,Neil Stephen,258.0
5317,Fick,Charles Joseph,277.0
5318,Fick,John Ralph,220.0
5319,Fick,Robert Charles John,262.0
5320,Fidrych,Mark Steven,250.0
5321,Fieber,Clarence Thomas,263.0
5322,Fields,Bruce Alan,257.0
5323,Fielder,Cecil Grant,305.0
5324,Fields,Daniel Leigh,289.0
5325,Fields,George S.,244.0
5326,Field,James C.,243.0
5327,Fields,John Joseph,230.0
5328,Fields,Joshua Dean,299.0
5329,Fields,Joshua David,267.0
5330,Field,Nathan Patrick,259.0
5331,Fielder,Prince Semien,346.0
5332,Field,Samuel Jay,251.0
5333,Field,Thomas Samuel,255.0
5334,Fien,Casey Michael,284.0
5335,Fiene,Louis Henry,247.0
5336,Fiers,Michael Bruce,274.0
5337,Fife,Danny Wayne,250.0
5338,Fife,Stephen J.,300.0
5339,Fifield,John Proctor,231.0
5340,Figaro,Alfredo,262.0
5341,Figga,Michael Anthony,272.0
5342,Figgemeier,Frank Y.,241.0
5343,Figgins,Desmond DeChone,248.0
5344,Figueroa,Bienvenido,240.0
5345,Figueroa,Stephen Cole,255.0
5346,Figueroa,Eduardo,263.0
5347,Figueroa,Jesus Maria,230.0
5348,Figueroa,Luis R.,234.0
5349,Figueroa,Nelson,258.0
5350,Figueroa,Pedro Jose,287.0
5351,Fikac,Jeremy Joseph,259.0
5352,File,Robert Michael,291.0
5353,Filer,Thomas Carson,268.0
5354,File,Samuel Lawrence,231.0
5355,Files,Charles Edward,
5356,Filipowicz,Stephen Charles,263.0
5357,Filley,Marcus Lucius,243.0
5358,Fillingim,Dana,245.0
5359,Filson,William Peter,269.0
5360,Fimple,John Joseph,259.0
5361,Fincher,William Allen,253.0
5362,Finch,Joel D.,249.0
5363,Fine,Thomas Morgan,252.0
5364,Fingers,Roland Glen,266.0
5365,Finigan,James Leroy,246.0
5366,Fink,Herman Adam,272.0
5367,Finlayson,Pembroke,206.0
5368,Finley,William James,233.0
5369,Finley,Robert Edward,273.0
5370,Finley,Charles Edward,298.0
5371,Finley,Steven Allen,249.0
5372,Finnegan,Brandon Kyle,271.0
5373,Finneran,Joseph Ignatius,239.0
5374,Finney,Harold Wilson,241.0
5375,Finney,Louis Klopsche,252.0
5376,Finn,Cornelius Francis,239.0
5377,Finnvold,Anders Gar,272.0
5378,Fiorentino,Jeffrey Philip,258.0
5379,Fiore,Michael Gary Joseph,247.0
5380,Fiore,Anthony James,286.0
5381,Fireovid,Stephen John,269.0
5382,Firova,Daniel Michael,257.0
5383,Firth,John E.,241.0
5384,Fischer,William Charles,262.0
5385,Fischer,Charles William,252.0
5386,Fischer,Henry William,262.0
5387,Fischer,Jeffrey Thomas,260.0
5388,Fischlin,Michael Thomas,238.0
5389,Fischer,Reuben Walter,266.0
5390,Fischer,Todd Richard,240.0
5391,Fischer,William Charles,246.0
5392,Fishburn,Samuel E.,226.0
5393,Fischer,John,
5394,Fisher,Robert Taylor,239.0
5395,Fisher,Brian Kevin,286.0
5396,Fisher,Charles Edward,296.0
5397,Fisher,William Charles,233.0
5398,Fisher,Charles G.,211.0
5399,Fisher,Charles,
5400,Fisher,Chauncey Burr,246.0
5401,Fisher,Clarence Henry,246.0
5402,Fisher,Donald Raymond,282.0
5403,Fisher,Edward Fredrick,274.0
5404,Fisher,Eddie Gene,274.0
5405,Fisher,Frederick Brown,253.0
5406,Fisher,George Cresse,
5407,Fisher,August Harris,245.0
5408,Fisher,Harry Devereaux,252.0
5409,Fisher,John Howard,289.0
5410,Fishel,John Alan,256.0
5411,Fishel,Leo,247.0
5412,Fisher,Maurice Wayne,287.0
5413,Fisher,Isaac Newton,240.0
5414,Fisher,Ray Lyle,251.0
5415,Fisher,John Gustave,245.0
5416,Fisher,George Aloys,240.0
5417,Fisher,Thomas Chalmers,255.0
5418,Fisher,Thomas Gene,252.0
5419,Fisher,Wilbur McCullough,246.0
5420,Fisk,Carlton Ernest,275.0
5421,Fiske,Maximilian Patrick,256.0
5422,Fisler,Weston Dickson,203.0
5423,Fister,Douglas Wildes,290.0
5424,Fittery,Paul Clarence,224.0
5425,Fitzberger,Charles Caspar,243.0
5426,Fitzgerald,Brian Michael,246.0
5427,Fitzgerald,Dennis S.,230.0
5428,Fitz Gerald,Edward Raymond,242.0
5429,Fitzgerald,Howard Chumney,234.0
5430,Fitzgerald,John J.,
5431,Fitzgerald,John H.,
5432,Fitzgerald,John Francis,265.0
5433,Fitzgerald,Matthew William,257.0
5434,Fitzgerald,Justin Howard,228.0
5435,Fitzgerald,Michael Roy,257.0
5436,Fitzgerald,Michael Patrick,269.0
5437,Fitzgerald,Raymond Francis,237.0
5438,Fitzgerald,Warren Bartholomew,231.0
5439,Fitzke,Robert Paul,256.0
5440,Fitzmorris,Alan James,264.0
5441,Fitzmaurice,Shaun Earle,252.0
5442,Fitzpatrick,Edward Henry,233.0
5443,Fitzsimmons,Fred Landis,256.0
5444,Fitzsimmons,Thomas William,263.0
5445,Flack,Max John,215.0
5446,Flager,Walter Leonard,231.0
5447,Flagstead,Ira James,234.0
5448,Flaherty,John Timothy,268.0
5449,Flaherty,Martin John,
5450,Flaherty,Patrick Henry,235.0
5451,Flaherty,Patrick Joseph,233.0
5452,Flaherty,Ryan Edward,295.0
5453,Flair,Albert Dell,271.0
5454,Flannigan,Charles Joseph,247.0
5455,Flanagan,Edward F.,263.0
5456,Flanagan,Michael Kendall,257.0
5457,Flanagan,James Paul,258.0
5458,Flande,Yohan Carlos,254.0
5459,Flanigan,Raymond Arthur,262.0
5460,Flanigan,Thomas Anthony,250.0
5461,Flannery,John Michael,248.0
5462,Flannery,Timothy Earl,246.0
5463,Flaskamper,Raymond Harold,207.0
5464,Flater,John William,245.0
5465,Flavin,John Thomas,282.0
5466,Fleet,Frank H.,
5467,Fleitas,Angel Felix,229.0
5468,Fleming,Leslie Fletcherd,262.0
5469,Fleming,David Anthony,275.0
5470,Fleming,Leslie Harvey,255.0
5471,Fleming,Thomas Vincent,226.0
5472,Flener,Gregory Alan,246.0
